hostname_origin;pub_client_id;publish_connect_init;publish_connect_ack;publish_timestamp;publish_qos;hostname_destination;sub_client;arrival_timestamp;e2e_delay
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.192926;0;172.20.0.3;sub4;2020-06-20 23:19:36.581019;0:00:00.388093
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.195589;0;172.20.0.3;sub7;2020-06-20 23:19:36.782483;0:00:00.586894
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.203311;0;172.20.0.3;sub1;2020-06-20 23:19:36.819912;0:00:00.616601
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.195589;0;172.20.0.3;sub4;2020-06-20 23:19:36.826297;0:00:00.630708
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.197924;0;172.20.0.3;sub5;2020-06-20 23:19:36.834185;0:00:00.636261
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.192926;0;172.20.0.3;sub3;2020-06-20 23:19:36.396273;0:00:00.203347
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.197924;0;172.20.0.3;sub7;2020-06-20 23:19:36.854607;0:00:00.656683
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.205374;0;172.20.0.3;sub6;2020-06-20 23:19:36.839340;0:00:00.633966
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.192926;0;172.20.0.3;sub0;2020-06-20 23:19:36.600499;0:00:00.407573
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.192926;0;172.20.0.3;sub8;2020-06-20 23:19:36.638875;0:00:00.445949
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.205374;0;172.20.0.3;sub1;2020-06-20 23:19:36.855621;0:00:00.650247
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.195589;0;172.20.0.3;sub2;2020-06-20 23:19:36.855069;0:00:00.659480
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.256384;0;172.20.0.3;sub6;2020-06-20 23:19:36.877559;0:00:00.621175
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.256384;0;172.20.0.3;sub1;2020-06-20 23:19:36.888656;0:00:00.632272
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.203311;0;172.20.0.3;sub7;2020-06-20 23:19:36.901343;0:00:00.698032
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.294763;0;172.20.0.3;sub6;2020-06-20 23:19:36.901306;0:00:00.606543
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.195589;0;172.20.0.3;sub3;2020-06-20 23:19:36.896553;0:00:00.700964
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.203311;0;172.20.0.3;sub5;2020-06-20 23:19:36.919721;0:00:00.716410
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.192926;0;172.20.0.3;sub9;2020-06-20 23:19:36.445288;0:00:00.252362
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.197924;0;172.20.0.3;sub4;2020-06-20 23:19:36.928065;0:00:00.730141
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.195589;0;172.20.0.3;sub0;2020-06-20 23:19:36.908440;0:00:00.712851
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.294763;0;172.20.0.3;sub1;2020-06-20 23:19:36.934318;0:00:00.639555
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.197924;0;172.20.0.3;sub0;2020-06-20 23:19:36.948368;0:00:00.750444
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.197924;0;172.20.0.3;sub3;2020-06-20 23:19:36.963052;0:00:00.765128
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.195589;0;172.20.0.3;sub8;2020-06-20 23:19:36.967364;0:00:00.771775
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.197924;0;172.20.0.3;sub2;2020-06-20 23:19:36.976864;0:00:00.778940
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.203311;0;172.20.0.3;sub4;2020-06-20 23:19:36.953394;0:00:00.750083
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.322380;0;172.20.0.3;sub6;2020-06-20 23:19:36.958846;0:00:00.636466
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.205374;0;172.20.0.3;sub5;2020-06-20 23:19:36.987569;0:00:00.782195
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.203311;0;172.20.0.3;sub0;2020-06-20 23:19:36.983185;0:00:00.779874
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.205374;0;172.20.0.3;sub7;2020-06-20 23:19:36.995344;0:00:00.789970
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.203311;0;172.20.0.3;sub3;2020-06-20 23:19:36.985755;0:00:00.782444
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.195589;0;172.20.0.3;sub9;2020-06-20 23:19:36.965255;0:00:00.769666
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.197924;0;172.20.0.3;sub9;2020-06-20 23:19:36.986352;0:00:00.788428
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.322380;0;172.20.0.3;sub1;2020-06-20 23:19:37.001392;0:00:00.679012
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.342533;0;172.20.0.3;sub6;2020-06-20 23:19:36.986413;0:00:00.643880
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.256384;0;172.20.0.3;sub7;2020-06-20 23:19:37.004936;0:00:00.748552
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.355701;0;172.20.0.3;sub6;2020-06-20 23:19:37.014451;0:00:00.658750
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.205374;0;172.20.0.3;sub0;2020-06-20 23:19:37.010749;0:00:00.805375
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.256384;0;172.20.0.3;sub0;2020-06-20 23:19:37.041984;0:00:00.785600
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.256384;0;172.20.0.3;sub5;2020-06-20 23:19:37.014097;0:00:00.757713
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.294763;0;172.20.0.3;sub5;2020-06-20 23:19:37.052256;0:00:00.757493
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.205374;0;172.20.0.3;sub3;2020-06-20 23:19:37.001582;0:00:00.796208
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.256384;0;172.20.0.3;sub3;2020-06-20 23:19:37.024118;0:00:00.767734
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.294763;0;172.20.0.3;sub3;2020-06-20 23:19:37.036933;0:00:00.742170
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.203311;0;172.20.0.3;sub2;2020-06-20 23:19:37.001393;0:00:00.798082
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.294763;0;172.20.0.3;sub7;2020-06-20 23:19:37.058986;0:00:00.764223
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.205374;0;172.20.0.3;sub4;2020-06-20 23:19:37.000949;0:00:00.795575
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.197924;0;172.20.0.3;sub8;2020-06-20 23:19:37.001722;0:00:00.803798
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.322380;0;172.20.0.3;sub3;2020-06-20 23:19:37.067431;0:00:00.745051
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.322380;0;172.20.0.3;sub5;2020-06-20 23:19:37.100823;0:00:00.778443
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.294763;0;172.20.0.3;sub0;2020-06-20 23:19:37.106070;0:00:00.811307
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.342533;0;172.20.0.3;sub1;2020-06-20 23:19:37.117280;0:00:00.774747
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.322380;0;172.20.0.3;sub7;2020-06-20 23:19:37.135179;0:00:00.812799
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.342533;0;172.20.0.3;sub5;2020-06-20 23:19:37.134903;0:00:00.792370
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.256384;0;172.20.0.3;sub4;2020-06-20 23:19:37.131493;0:00:00.875109
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.342533;0;172.20.0.3;sub7;2020-06-20 23:19:37.146417;0:00:00.803884
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.203311;0;172.20.0.3;sub8;2020-06-20 23:19:37.128957;0:00:00.925646
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.355701;0;172.20.0.3;sub5;2020-06-20 23:19:37.154230;0:00:00.798529
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.342533;0;172.20.0.3;sub3;2020-06-20 23:19:37.156636;0:00:00.814103
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.203311;0;172.20.0.3;sub9;2020-06-20 23:19:37.103389;0:00:00.900078
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.355701;0;172.20.0.3;sub1;2020-06-20 23:19:37.160735;0:00:00.805034
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.355701;0;172.20.0.3;sub7;2020-06-20 23:19:37.162653;0:00:00.806952
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.205374;0;172.20.0.3;sub2;2020-06-20 23:19:37.162705;0:00:00.957331
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.205374;0;172.20.0.3;sub9;2020-06-20 23:19:37.168959;0:00:00.963585
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.355701;0;172.20.0.3;sub3;2020-06-20 23:19:37.176002;0:00:00.820301
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.294763;0;172.20.0.3;sub4;2020-06-20 23:19:37.165717;0:00:00.870954
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.205374;0;172.20.0.3;sub8;2020-06-20 23:19:37.166367;0:00:00.960993
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.256384;0;172.20.0.3;sub8;2020-06-20 23:19:37.184353;0:00:00.927969
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.256384;0;172.20.0.3;sub2;2020-06-20 23:19:37.187350;0:00:00.930966
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.322380;0;172.20.0.3;sub4;2020-06-20 23:19:37.193422;0:00:00.871042
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.294763;0;172.20.0.3;sub8;2020-06-20 23:19:37.192382;0:00:00.897619
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.294763;0;172.20.0.3;sub2;2020-06-20 23:19:37.194388;0:00:00.899625
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.322380;0;172.20.0.3;sub0;2020-06-20 23:19:37.194171;0:00:00.871791
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.256384;0;172.20.0.3;sub9;2020-06-20 23:19:37.193889;0:00:00.937505
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.322380;0;172.20.0.3;sub8;2020-06-20 23:19:37.207669;0:00:00.885289
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.294763;0;172.20.0.3;sub9;2020-06-20 23:19:37.211309;0:00:00.916546
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.342533;0;172.20.0.3;sub0;2020-06-20 23:19:37.218432;0:00:00.875899
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.355701;0;172.20.0.3;sub0;2020-06-20 23:19:37.219808;0:00:00.864107
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.342533;0;172.20.0.3;sub8;2020-06-20 23:19:37.216983;0:00:00.874450
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.342533;0;172.20.0.3;sub4;2020-06-20 23:19:37.200025;0:00:00.857492
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.322380;0;172.20.0.3;sub2;2020-06-20 23:19:37.237236;0:00:00.914856
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.322380;0;172.20.0.3;sub9;2020-06-20 23:19:37.238671;0:00:00.916291
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.342533;0;172.20.0.3;sub2;2020-06-20 23:19:37.258889;0:00:00.916356
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.342533;0;172.20.0.3;sub9;2020-06-20 23:19:37.262253;0:00:00.919720
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.355701;0;172.20.0.3;sub2;2020-06-20 23:19:37.264238;0:00:00.908537
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.355701;0;172.20.0.3;sub4;2020-06-20 23:19:37.268745;0:00:00.913044
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.355701;0;172.20.0.3;sub8;2020-06-20 23:19:37.261101;0:00:00.905400
172.20.0.3;pub0;2020-06-20 23:19:36.123257;2020-06-20 23:19:36.192560;2020-06-20 23:19:36.355701;0;172.20.0.3;sub9;2020-06-20 23:19:37.286875;0:00:00.931174
