hostname_origin;pub_client_id;publish_connect_init;publish_connect_ack;publish_timestamp;publish_qos;hostname_destination;sub_client;arrival_timestamp;e2e_delay
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.865589;0;172.20.0.4;sub7;2020-06-20 23:11:33.630810;0:00:00.765221
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.817208;0;172.20.0.4;sub6;2020-06-20 23:11:33.655132;0:00:00.837924
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.617439;0;172.20.0.4;sub4;2020-06-20 23:11:33.639182;0:00:01.021743
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.865589;0;172.20.0.4;sub10;2020-06-20 23:11:33.653891;0:00:00.788302
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.881097;0;172.20.0.4;sub5;2020-06-20 23:11:33.680750;0:00:00.799653
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.817208;0;172.20.0.4;sub8;2020-06-20 23:11:33.666311;0:00:00.849103
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.865589;0;172.20.0.4;sub6;2020-06-20 23:11:33.701826;0:00:00.836237
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.867622;0;172.20.0.4;sub10;2020-06-20 23:11:33.700760;0:00:00.833138
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.817208;0;172.20.0.4;sub4;2020-06-20 23:11:33.699543;0:00:00.882335
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.867622;0;172.20.0.4;sub1;2020-06-20 23:11:33.716161;0:00:00.848539
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.867622;0;172.20.0.4;sub7;2020-06-20 23:11:33.717634;0:00:00.850012
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.879203;0;172.20.0.4;sub1;2020-06-20 23:11:33.719869;0:00:00.840666
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.865589;0;172.20.0.4;sub8;2020-06-20 23:11:33.739772;0:00:00.874183
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.888273;0;172.20.0.4;sub5;2020-06-20 23:11:33.745856;0:00:00.857583
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.879203;0;172.20.0.4;sub7;2020-06-20 23:11:33.754596;0:00:00.875393
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.879203;0;172.20.0.4;sub10;2020-06-20 23:11:33.750890;0:00:00.871687
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.867622;0;172.20.0.4;sub9;2020-06-20 23:11:33.698810;0:00:00.831188
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.867622;0;172.20.0.4;sub6;2020-06-20 23:11:33.777319;0:00:00.909697
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.867622;0;172.20.0.4;sub8;2020-06-20 23:11:33.783252;0:00:00.915630
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.865589;0;172.20.0.4;sub4;2020-06-20 23:11:33.760427;0:00:00.894838
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.881097;0;172.20.0.4;sub1;2020-06-20 23:11:33.730364;0:00:00.849267
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.881097;0;172.20.0.4;sub7;2020-06-20 23:11:33.808360;0:00:00.927263
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.879203;0;172.20.0.4;sub6;2020-06-20 23:11:33.846862;0:00:00.967659
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.879203;0;172.20.0.4;sub9;2020-06-20 23:11:33.828234;0:00:00.949031
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.888273;0;172.20.0.4;sub7;2020-06-20 23:11:33.851465;0:00:00.963192
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.888273;0;172.20.0.4;sub1;2020-06-20 23:11:33.850826;0:00:00.962553
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.879203;0;172.20.0.4;sub8;2020-06-20 23:11:33.856502;0:00:00.977299
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.881097;0;172.20.0.4;sub10;2020-06-20 23:11:33.823685;0:00:00.942588
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.881097;0;172.20.0.4;sub8;2020-06-20 23:11:33.900455;0:00:01.019358
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.888273;0;172.20.0.4;sub10;2020-06-20 23:11:33.901535;0:00:01.013262
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.881097;0;172.20.0.4;sub6;2020-06-20 23:11:33.905322;0:00:01.024225
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.888273;0;172.20.0.4;sub8;2020-06-20 23:11:33.908523;0:00:01.020250
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.888273;0;172.20.0.4;sub6;2020-06-20 23:11:33.912850;0:00:01.024577
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.617439;0;172.20.0.4;sub3;2020-06-20 23:11:33.671540;0:00:01.054101
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.867622;0;172.20.0.4;sub4;2020-06-20 23:11:33.921415;0:00:01.053793
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.817208;0;172.20.0.4;sub3;2020-06-20 23:11:33.927996;0:00:01.110788
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.879203;0;172.20.0.4;sub4;2020-06-20 23:11:33.937156;0:00:01.057953
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.881097;0;172.20.0.4;sub4;2020-06-20 23:11:33.942598;0:00:01.061501
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.865589;0;172.20.0.4;sub3;2020-06-20 23:11:33.956589;0:00:01.091000
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.888273;0;172.20.0.4;sub4;2020-06-20 23:11:33.961893;0:00:01.073620
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.867622;0;172.20.0.4;sub3;2020-06-20 23:11:33.965978;0:00:01.098356
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.881097;0;172.20.0.4;sub9;2020-06-20 23:11:33.984405;0:00:01.103308
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.888273;0;172.20.0.4;sub9;2020-06-20 23:11:33.987642;0:00:01.099369
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.879203;0;172.20.0.4;sub3;2020-06-20 23:11:33.989399;0:00:01.110196
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.881097;0;172.20.0.4;sub3;2020-06-20 23:11:34.001922;0:00:01.120825
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.888273;0;172.20.0.4;sub3;2020-06-20 23:11:34.003574;0:00:01.115301
